HX,HY,JX,JA,LP,LD,VS,VO,TCX,TCY,TTX,TTY,TBX,TBY,TRX,TRY,TS1,TS2,TS3
0.5279160441546403,-5.478344808840989,-0.24791742112952891,-6.310957275531722,-0.8881531750996174,2.8363096420758804,0.7776080654889356,0.3792318609748656,0.0880625711019829,-2.1249891598073036,3.261614559999811,-2.3916245759370853,-0.16842753033890379,4.564693885498755,1.5187399206086036,-1.723339729371033,0.04513116602246858,0.4809525573055349,0.7692441271044694
0.7615525226798094,-5.703776799200075,-0.47094244780935113,-4.873902753690261,0.3235220461771431,-1.1393642690948715,0.47164938079399366,0.5387262814723252,2.941100542566069,-1.429694391219949,1.579292830991979,-1.7055043033493957,2.76459485161444,3.7933996791190268,-1.369669078452028,-1.9863154070569635,0.3569440468761964,0.7754013628043663,-0.02961691782007847
0.009875899396962318,-4.508275284592774,-0.30158488351225543,-5.2751469958011485,0.9863138498583597,0.3675788617732261,0.09079046277389335,0.445155522243727,-0.8970009345540895,-2.027340974595514,4.8570901431188425,-0.8292457210294342,0.8389232021210438,-1.990876638457384,-3.8421647618168286,-0.5252767499928153,0.5769552632645047,0.1448982775127451,-0.3244991022449939
0.38646950486383236,-4.522205977435167,-0.4755151015750777,-6.208739589553532,0.874164445016554,-1.6565602975653593,0.1041747415263613,0.06939829809758877,-0.07150599726917406,-1.4220640643306264,3.486348615366919,0.10717749213017136,0.6714408853272023,-2.5005733101995604,-1.5097875946326158,-2.106605220893737,0.6408461363815104,0.754356073051415,-0.9291651756907884
0.9057393548275124,-4.803819425367022,-0.12490224714140818,-6.726623071977027,-0.6681325341661586,2.441066404393178,0.3185798353290169,0.8187634478727933,-0.8412074168899188,-0.13087389323158938,3.823279910523059,-2.65402469743506,-2.626252809526041,3.5647069890076475,1.5074428261551152,-1.868647768276075,0.6526356849177345,0.6257322965176785,-0.46440534856802684
0.5680623095292304,-4.313797617985083,-0.17994890330542723,-0.36025513765012107,-0.4142579485245099,3.1229755125475,0.6398642651175879,0.8493816465014645,3.439218646668805,-0.21295461290923035,3.2016848161973392,-0.6705700257343876,2.4042789515841623,2.117127862637852,-1.7183900962834917,-2.2411378813525813,0.9393382394683194,0.842699533232485,-0.12053540290669429
0.9572501722996086,-3.748867173760907,-0.13498303068595136,-1.1605314037726338,0.5637761541115283,3.5713427998670513,0.9744596351598904,0.031154406693742254,3.4458737812514775,-2.065817065546968,2.4942919643380908,2.453184565944328,1.7085756205089924,-2.4977667141642907,-1.4778945780942836,-3.6681512010781216,0.7885036481306932,0.7562952021928124,0.5664903083560178
0.056822262570563886,-4.595669897340269,-0.11589913800697266,-6.197895203364143,-0.884926300546067,1.4496244241525176,0.8832541327019906,0.26822156415659515,3.809320639954967,-0.994897014628882,4.335823959571757,2.0167374927425383,2.2038919090151374,3.1997803876186417,-3.1391900358948295,-0.9752252852311356,0.5188290158791755,0.9523501374175422,-0.24170231693788757
0.06737142664750262,-3.8446448998048193,-0.4746328379169396,-6.8246193910613515,-0.6107902990295049,-0.4078598335667867,0.8493289207858548,0.13991481385134363,3.3156492450529775,-1.2558219727777962,3.568900335876135,-2.3630272654310893,3.9892221263344974,2.1290925143670254,-3.995361971277147,-3.789806024343084,0.9898730112196852,0.013302892240848796,-0.7216689765476945
0.9383317601969535,-4.446214801492003,-0.012765597472884582,-0.8913282470440755,0.552165382125174,3.4626469755401654,0.03186362384150443,0.6742266763210611,2.196396479121691,-2.3750697366995315,4.131983337337866,-1.0499403413643598,-1.313209216500976,4.726995031116106,1.1637455157421277,-1.4651658640954697,0.36846016317331576,0.3653126581086821,-0.7815853301894071
0.33248474340493206,-4.058780454543715,-0.02562162133859297,-4.842654619690624,0.494680007543985,-1.5016442732085615,0.2540542802540582,0.557877967181258,-2.732705292836068,-1.2583900123965543,5.318241687497851,-0.8432747179817341,-0.5052286005825812,1.0629382032717638,0.46474543137844737,-4.353123425580068,0.4097263908923555,0.5654979131908631,-0.7102120832689591
0.8077000171947636,-5.1224558516763725,-0.343511849068039,-2.2731870253682214,-0.4590385872623848,-1.8745237721811854,0.4148147172515818,0.15283954578856898,0.3831120773700891,0.4166422270678267,3.5197055180400687,-2.6483749845358346,-2.3347968520125733,-0.7112504241992692,0.023523781549364742,-3.3283396713955087,0.20970667470392113,0.01170321621762993,0.7222150001724239
0.4806779466347162,-4.279609661029507,-0.0626489225237728,-3.6833798449635298,-0.16871226334089218,2.6432131957064167,0.9810008604682546,0.37908305041533585,0.11392582456774658,-1.3033448137175578,2.5430554669718273,-1.2703122901383992,3.2229615942655707,3.26665932233902,-0.307000357723175,-1.7734288734714134,0.8933415283236988,0.09585511946727177,0.37100396002959934
0.5518507346355291,-4.247326123708147,-0.3970227148337468,-3.9840753738365615,0.2559410379715139,0.022828059576591286,0.23206287256776426,0.7358766407252659,3.2968501215356145,0.40678335999205695,2.931299182157174,-1.0163455082282733,-2.1683164074522034,4.6065889792790005,-1.2741308784777248,-4.120021572446051,0.3272534113992792,0.04495327346740918,-0.5119588452181487
