f1,f2
1378.125,635.2294921875
947.4609375,495.263671875
1248.92578125,527.5634765625
990.52734375,409.130859375
1184.326171875,586.77978515625
1055.126953125,559.86328125
1141.259765625,462.9638671875
1141.259765625,549.0966796875
1033.59375,489.88037109375
1270.458984375,565.24658203125
990.52734375,376.8310546875
990.52734375,468.34716796875
1119.7265625,608.31298828125
990.52734375,527.5634765625
1055.126953125,543.71337890625
1205.859375,532.94677734375
1076.66015625,554.47998046875
1141.259765625,516.796875
1227.392578125,500.64697265625
947.4609375,500.64697265625
1227.392578125,608.31298828125
990.52734375,597.54638671875
1162.79296875,656.7626953125
1012.060546875,705.21240234375
947.4609375,511.41357421875
1033.59375,468.34716796875
990.52734375,473.73046875
1141.259765625,602.9296875
1119.7265625,559.86328125
1098.193359375,581.396484375
1098.193359375,586.77978515625
3682.177734375,2234.06982421875
947.4609375,511.41357421875
1012.060546875,705.21240234375
1162.79296875,656.7626953125
1033.59375,506.0302734375
990.52734375,484.4970703125
1076.66015625,554.47998046875
968.994140625,452.197265625
968.994140625,500.64697265625
1076.66015625,559.86328125
1227.392578125,662.14599609375
1162.79296875,495.263671875
1205.859375,559.86328125
1033.59375,570.6298828125
1184.326171875,446.81396484375
1076.66015625,592.1630859375
1033.59375,495.263671875
990.52734375,441.4306640625
1227.392578125,667.529296875
1162.79296875,592.1630859375
1248.92578125,667.529296875
1098.193359375,549.0966796875
839.794921875,349.91455078125
1012.060546875,527.5634765625
990.52734375,506.0302734375
990.52734375,565.24658203125
1248.92578125,651.37939453125
559.86328125,301.46484375
1055.126953125,559.86328125
1162.79296875,662.14599609375
990.52734375,462.9638671875
1076.66015625,581.396484375
947.4609375,473.73046875
1033.59375,640.61279296875
1033.59375,565.24658203125
1162.79296875,667.529296875
1119.7265625,592.1630859375
1119.7265625,543.71337890625
1033.59375,565.24658203125
1012.060546875,489.88037109375
1055.126953125,662.14599609375
1119.7265625,576.01318359375
1162.79296875,484.4970703125
1184.326171875,672.91259765625
1012.060546875,387.59765625
1184.326171875,538.330078125
1098.193359375,452.197265625
1162.79296875,511.41357421875
775.1953125,2110.25390625
1184.326171875,667.529296875
1055.126953125,559.86328125
1033.59375,479.11376953125
1033.59375,516.796875
1162.79296875,462.9638671875
1076.66015625,581.396484375
1184.326171875,667.529296875
1119.7265625,398.3642578125
968.994140625,484.4970703125
1162.79296875,500.64697265625
968.994140625,522.18017578125
968.994140625,495.263671875
1119.7265625,549.0966796875
968.994140625,376.8310546875
1076.66015625,602.9296875
1205.859375,667.529296875
1205.859375,662.14599609375
947.4609375,511.41357421875
1270.458984375,559.86328125
1162.79296875,656.7626953125
1141.259765625,592.1630859375
1162.79296875,489.88037109375
1055.126953125,785.9619140625
1141.259765625,543.71337890625
1162.79296875,656.7626953125
1227.392578125,538.330078125
1162.79296875,662.14599609375
925.927734375,430.6640625
990.52734375,527.5634765625
602.9296875,2137.17041015625
1055.126953125,473.73046875
1119.7265625,586.77978515625
1012.060546875,516.796875
1184.326171875,570.6298828125
882.861328125,462.9638671875
1184.326171875,554.47998046875
1055.126953125,419.8974609375
1184.326171875,592.1630859375
1162.79296875,656.7626953125
1184.326171875,672.91259765625
1313.525390625,554.47998046875
1055.126953125,559.86328125
1162.79296875,597.54638671875
1162.79296875,613.6962890625
1076.66015625,366.064453125
990.52734375,489.88037109375
1033.59375,699.8291015625
1248.92578125,667.529296875
1119.7265625,592.1630859375
1055.126953125,538.330078125
1098.193359375,581.396484375
1205.859375,662.14599609375
1055.126953125,538.330078125
968.994140625,516.796875
1012.060546875,500.64697265625
1076.66015625,468.34716796875
1162.79296875,667.529296875
624.462890625,317.61474609375
1270.458984375,559.86328125
1033.59375,452.197265625
1055.126953125,398.3642578125
1162.79296875,662.14599609375
968.994140625,522.18017578125
925.927734375,484.4970703125
1270.458984375,640.61279296875
1098.193359375,538.330078125
796.728515625,2164.0869140625
1184.326171875,392.98095703125
1076.66015625,565.24658203125
1162.79296875,662.14599609375
1055.126953125,554.47998046875
1033.59375,495.263671875
1184.326171875,667.529296875
1184.326171875,662.14599609375
1012.060546875,511.41357421875
1141.259765625,672.91259765625
1033.59375,624.462890625
1162.79296875,667.529296875
925.927734375,344.53125
1141.259765625,522.18017578125
1098.193359375,592.1630859375
947.4609375,339.14794921875
1313.525390625,645.99609375
1162.79296875,538.330078125
1033.59375,570.6298828125
667.529296875,317.61474609375
1162.79296875,559.86328125
1055.126953125,581.396484375
1162.79296875,699.8291015625
968.994140625,570.6298828125
1119.7265625,554.47998046875
990.52734375,597.54638671875
1098.193359375,608.31298828125
1055.126953125,554.47998046875
559.86328125,301.46484375
904.39453125,360.68115234375
1119.7265625,576.01318359375
1184.326171875,1431.9580078125
1162.79296875,511.41357421875
1033.59375,457.58056640625
882.861328125,360.68115234375
1270.458984375,662.14599609375
1076.66015625,592.1630859375
861.328125,2196.38671875
1227.392578125,602.9296875
1227.392578125,597.54638671875
1141.259765625,592.1630859375
1205.859375,366.064453125
1162.79296875,662.14599609375
