f1,f2
1744.189453125,920.54443359375
1012.060546875,527.5634765625
1227.392578125,592.1630859375
1098.193359375,549.0966796875
1119.7265625,624.462890625
1141.259765625,667.529296875
1313.525390625,576.01318359375
624.462890625,296.08154296875
1141.259765625,586.77978515625
1119.7265625,619.07958984375
1141.259765625,554.47998046875
947.4609375,387.59765625
968.994140625,387.59765625
1055.126953125,398.3642578125
1291.9921875,629.84619140625
1076.66015625,532.94677734375
990.52734375,602.9296875
1098.193359375,613.6962890625
1162.79296875,586.77978515625
1098.193359375,565.24658203125
1270.458984375,667.529296875
1184.326171875,667.529296875
1012.060546875,522.18017578125
882.861328125,2029.50439453125
1012.060546875,500.64697265625
1076.66015625,511.41357421875
1012.060546875,506.0302734375
968.994140625,2201.77001953125
1119.7265625,549.0966796875
667.529296875,306.84814453125
1184.326171875,629.84619140625
1205.859375,522.18017578125
1141.259765625,602.9296875
1162.79296875,586.77978515625
775.1953125,322.998046875
1399.658203125,645.99609375
990.52734375,500.64697265625
1055.126953125,559.86328125
990.52734375,527.5634765625
1442.724609375,484.4970703125
818.26171875,1243.54248046875
1205.859375,629.84619140625
1033.59375,576.01318359375
667.529296875,301.46484375
1248.92578125,576.01318359375
1098.193359375,581.396484375
1227.392578125,602.9296875
925.927734375,376.8310546875
1184.326171875,662.14599609375
1119.7265625,576.01318359375
1399.658203125,624.462890625
1141.259765625,683.67919921875
1162.79296875,656.7626953125
968.994140625,511.41357421875
968.994140625,500.64697265625
1335.05859375,473.73046875
1162.79296875,656.7626953125
1162.79296875,662.14599609375
990.52734375,387.59765625
1012.060546875,511.41357421875
1076.66015625,597.54638671875
1055.126953125,570.6298828125
839.794921875,290.6982421875
990.52734375,705.21240234375
1012.060546875,565.24658203125
990.52734375,1216.6259765625
1098.193359375,608.31298828125
1205.859375,495.263671875
1162.79296875,592.1630859375
1162.79296875,452.197265625
1291.9921875,554.47998046875
1012.060546875,473.73046875
1055.126953125,576.01318359375
1033.59375,495.263671875
947.4609375,506.0302734375
1076.66015625,570.6298828125
1055.126953125,554.47998046875
1205.859375,570.6298828125
1141.259765625,608.31298828125
1076.66015625,694.44580078125
1141.259765625,570.6298828125
1033.59375,570.6298828125
1055.126953125,581.396484375
1378.125,662.14599609375
1313.525390625,597.54638671875
1055.126953125,576.01318359375
1098.193359375,559.86328125
1033.59375,699.8291015625
925.927734375,441.4306640625
1119.7265625,576.01318359375
1162.79296875,602.9296875
1098.193359375,565.24658203125
1205.859375,619.07958984375
1076.66015625,570.6298828125
1270.458984375,613.6962890625
1055.126953125,576.01318359375
559.86328125,290.6982421875
925.927734375,479.11376953125
796.728515625,328.38134765625
1162.79296875,667.529296875
