HX,HY,JX,JA,LP,LD,VS,VO,TCX,TCY,TTX,TTY,TBX,TBY,TRX,TRY,TS1,TS2,TS3
0.8937216928754266,-5.06455148885166,-0.17105914933832045,-2.6828265337988704,0.37700411630615416,0.20920865488314533,0.30436522466231986,0.9818043137458227,-0.5411730152813465,-0.37782119564068317,4.667755214087325,0.2906847491736606,-0.7789643665500763,3.7173281299197276,-0.07973273112116219,-2.0225666712890478,0.40200249543416955,0.2962064302655366,-0.5699764388222641
0.8434511555913722,-5.83207973368956,-0.44367422772011433,-5.007820621717357,0.21637540759032614,1.2867924917235478,0.3299738000431145,0.056769681656044624,1.8230282764068955,-0.325093142410108,2.6960491785031735,-1.0938485580289017,1.2474301928757372,-1.4491474378741573,1.7996673473677633,-0.655599550529467,0.39038990040870036,0.603759891642242,-0.40433172312519616
0.8026220696073285,-4.595158049240369,-0.286028753855939,-0.32861414141026213,0.692176166025005,2.058048453549082,0.27045969720539553,0.7356770700061102,3.637253524151916,0.30531019614771715,5.187959821070459,2.471201907300454,1.0801933269461204,2.2931997490726896,-0.49092403816695995,-2.034855474789142,0.3564437929983334,0.3487119459340081,-0.7092439182627162
0.8258088418022826,-5.993002305637527,-0.1558318755466705,-5.414012520957051,0.6196930090681536,1.0131712180319563,0.973860291696731,0.6975451505178082,-0.9678165001894632,-2.266737221505467,4.235082351227197,0.8881213211178709,-2.1364544812528417,1.4232573501452528,-1.0189710554360047,-4.870450328694405,0.9807016696710953,0.9695560738200567,0.04212341144995113
0.06611965969878264,-5.3396404765577,-0.2445447835313469,-1.9684428905598912,-0.20313429637198466,-0.2105550989542917,0.3841934456031362,-0.06608047849869167,-2.190394594183387,0.6846449016302052,4.871571515841275,0.7377388050775417,1.6334882413136071,-1.7704209617106992,0.45814520444977,-0.8169121793081491,0.25025199683300436,0.18521343483773867,-0.32597982066054465
0.486031746308518,-5.133788728473178,-0.29885974830498435,-5.127885663064919,0.9218513727353641,0.4521675112411878,0.7602838043832167,-0.0782269252165574,2.741886217993798,-2.7802511696090964,5.106817562500747,1.338563277172221,0.7556550653849827,3.69115932582147,1.0493656775830553,-3.9725249016928963,0.15729778918291792,0.99745030500757,0.8370755072853167
0.6137593310862111,-4.553318606517967,-0.08236238640826593,-6.992317578135974,0.5441952361706062,-1.6979471671706465,0.8205930632678279,0.6324967271550854,3.8524403425871467,-1.8675139169734223,5.060048406609113,-0.2165542450243314,2.958577783048609,3.777048812256189,1.5258423624667472,-5.907106135628997,0.2516692729103618,0.34975178632385595,-0.06812163784732972
0.9421575029483118,-4.263203894751408,-0.09145996255810734,-5.3313630353367145,0.6712463604806771,1.4562265026114205,0.33962623699662675,0.1751321987471042,-1.007571989419547,-1.4503978817561296,2.843056862634282,-1.6429454978194213,3.7593673569290633,1.2134956711190314,1.0561489181377013,-3.7067987343121933,0.9925402359512249,0.3194615952301787,0.46094765697766227
0.10621605320914729,-3.914903768986438,-0.2756997406209856,-6.637156636214415,0.014345683290790667,0.743273012622863,0.697765904379101,0.36426864562384864,-2.475272980102992,0.20220168857626453,2.7530768822523632,-1.6896809865613085,-1.3831956118054574,-2.8837893103587398,1.8467163089851848,-0.9642589767036833,0.36529327027534875,0.2917623104815441,0.11618730677527411
0.7036904166098648,-3.8975410092225733,-0.365952931878657,-4.083715040457604,-0.1034900828074885,2.810388498381215,0.6693525636507702,-0.033662062058093564,3.579403196482133,-1.8517638286989975,2.859709516415078,-0.1571001195224211,2.9353543266340205,0.2828857358463779,-0.252662748178186,-2.121981852737861,0.37498326428675066,0.5122533859903088,-0.45150096350620306
0.498684568891296,-5.232809608089607,-0.060202181846679415,-4.969116571630499,-0.714271450669475,-0.8544724195961848,0.8761237297067239,0.8847009554830041,0.5378951670380947,0.3318835759353096,5.102169876303863,-0.5926229200871713,1.4161617009988783,3.2865902025535565,-1.1761383513799277,-3.6176594999940432,0.6999681326367027,0.6531926739706294,-0.5233509885589334
0.2919244820636948,-5.993994579295313,-0.3687165801600588,-0.13290801611477487,0.1265691132132014,-1.5851184281668256,0.7519215790788616,0.13534502946785176,3.0943634040650556,-0.1620176114541727,5.275421361445465,-2.659801142027436,0.44180126621673477,-1.9285625584118975,-0.4729405949285166,-2.505892684445605,0.010396503852143302,0.6269835976841291,-0.3779730388655862
